no ,id_topeng ,nama_topeng,tahun ,lokasi ,alamat lengkap,deskripsi,latitude,longitude ,Image 
276,TP276,"Gandharvan, Sandaran, Male Telek",1900,"Private Collection, France",,"Unlike female Telek Luh, males are Gandhavan, who have demonic blood. This perhaps explains why they appear in Calonarang and Rarung dances held along the coastal regions of South Bali. Maleness is suggested by the intensity of the eyes and forceful features and expression. The tear-shaped earrings are also usually worn by men already in statuary dating back to the 14th century. Some have identified the mask as an early work of Ida Pedanda Sidemen of Sanur before he began experimenting in a more realistic style.",46.227638,2.213749,TP276.jpg
277,TP277,"Gandharvan, Sandaran, Male Telek",1932,"Private Collection, Bali ",,"While the complexions of Telek and Sandaran vary from chalky white to yellows and tans, the dark brown color of this mask is unusual. Wearing extensive jewelry including large gold earrings, a diadem with repousse floral patterns and golden blossoms including two tubular sweet smelling cempaka flowers in his hair, this small mask with its red rimmed eyes, grey cornea and pearly teeth, is a classic Sandaran except for the brown skin tone. While artists are given leeway to experiment and express themselves the boundanes for this were usually narrow.",-8.409518,115.188916,TP277.jpg
278,TP278,"Apsaram, Apsara",1900,"Collection Nationaal Museum van Wereldculturen, Leiden",,"This exquisitely delicate mask captures all the mystery and beauty of this sacred mask tradition. Representing celestial maidens, Telek Luh, are representations of apsarum, a celestial race of musicians and dancers who entertain the gods. With a flawless cream-colored complexion, delicately arching eyebrows, lively eyes lined in red, aquiline nose and an enigmatic ruby red smile exposing a row of golden upper teeth, the mask has been attributed to I Gusti Putu Kandel, a royal mask maker from a palace located behind today's Bali Museum, whose reliefs he carved in the 1920s, along with fellow mask makers, I Gusti Made Gede of Puri Gerenceng Palace and Ida Pedanda Made Sidemen of Sanur. The title Luh is from the word luwih, which means beautiful. It is used for women.",52.164104,4.483984,TP278.jpg
279,TP279,"Sandaran, Dedari ",1900,"Collection Nationaal Museum van Wereldculturen, Leiden",,"Wearing large golden earplugs her jet-black hair and ruby lips stand out in contrast against her pearly-white complexion. This Telek Luh resembles the children of the Barong Landung, Mantri and Galuh. It is possible that she, too, is of royal status in a hierarchical apsarum society.",52.164104,4.483984,TP279.jpg
280,TP280,"Telek Luh (Apsarum, Apsara, Sandaran)",1930,"Collection Nationaal Museum van Wereldculturen, Leiden",,"With a polished, enamel-like surfaces, perfect features accentuated with red and black lines of make-up and golden teeth and hair decorations In the shape of four-petal flowers, these masks are show the exquisite mastery of Denpasar's master sculptors, who were themselves often performers. Whereas a connection with apsarum a celestial race of female dancers known to Hindus and Buddhists is not in doubt, time and changing religious orthodoxy after the rise Shaivite hierarchy added new layers and interpretations in particular a purely Hindu origin from the Mahabharata story about the Churning of Amerta, the elixir of immortality (Bandem, 1983, 139-140)",52.164104,4.483984,TP280.jpg
281,TP281,"Telek Luh (Apsarum, Apsara, Sandaran)",1930,"Collection Nationaal Museum van Wereldculturen, Leiden",,"With a polished, enamel-like surfaces, perfect features accentuated with red and black lines of make-up and golden teeth and hair decorations In the shape of four-petal flowers, these masks are show the exquisite mastery of Denpasar's master sculptors, who were themselves often performers. Whereas a connection with apsarum a celestial race of female dancers known to Hindus and Buddhists is not in doubt, time and changing religious orthodoxy after the rise Shaivite hierarchy added new layers and interpretations in particular a purely Hindu origin from the Mahabharata story about the Churning of Amerta, the elixir of immortality (Bandem, 1983, 139-140)",52.164104,4.483984,TP281.jpg
282,TP282,"Telek Luh (Apsarum, Apsara, Sandaran)",1900,"Museum Bali, Denpasar",,"While the majority of telek masks display a flawless and benign beauty, some such as the two on these pages are emotionally more enigmatic. This is mirrored in de Zoete and Spies' observation that sandaran (the pair do not really make a distinction between the two) are not symbols of benevolence but rather""...a small, ethereal variety of Djauk...."" (1938, 99). Of course this comment was made in part because both jauk and sandaran wear the same tiered headdresses. So, too, telek and sandaran are not always angelic in appearance. This is true of the mask on the left who stares forward intensely with with pronounced facial lines and an ambiguous smile Notably her teeth are not gold but were inlaid with now missing mother of pearl.",-8.657398,115.218579,TP282.jpg
283,TP283,"Telek Luh (Apsarum, Apsara, Sandaran)",19th century,"Museum Bali, Denpasar",,"While the majority of telek masks display a flawless and benign beauty, some such as the two on these pages are emotionally more enigmatic. This is mirrored in de Zoete and Spies' observation that sandaran (the pair do not really make a distinction between the two) are not symbols of benevolence but rather""...a small, ethereal variety of Djauk...."" (1938, 99). Of course this comment was made in part because both jauk and sandaran wear the same tiered headdresses. So, too, telek and sandaran are not always angelic in appearance. This is true of the mask on the left who stares forward intensely with with pronounced facial lines and an ambiguous smile Notably her teeth are not gold but were inlaid with now missing mother of pearl.",-8.657398,115.218579,TP283.jpg
284,TP284,"Telek Luh (Apsarum, Apsara) ",1900,"Collection Nationaal Museum van Wereldculturen, Leiden",,"The complexion of this Telek mask is a dark shade of tan, rather than the usual white. Elegantly shaped with fine, gently arched eyebrows, an aquiline nose and high cheekbones, it displays an almost intense alertness, staring wide-eyed directly at the audience. The hint of a smile, with a slightly open mouth exposing a well-formed row of golden upper teeth, is reminiscent of Majapahit sculpture. A band of golden flowers rings the crown.",52.164104,4.483984,TP284.jpg
285,TP285,"Telek Luh (Apsarum, Apsara) ",1900,"Museum Bali, Denpasar",,"The large number of Telek and Sandaran masks found in old collections, reflects how much they intrigued European visitors before the war. This was not only because of their beauty and delicacy but also their mysterious nature. Whereas the complexion of the mask on the left is yellowish, a sign of high birth, that on the right is terracotta, suggesting lower status. The hair decorations on one are four petal flowers, the other golden rondels.",-8.657398,115.218579,TP285.jpg
286,TP286,"Telek Luh (Apsarum, Apsara) ",1900,"Museum Bali, Denpasar",,"With a yellowish complexion, fine features, the perplexing and perhaps even haunting expression, along with an unusual golden diadem featuring upward radiating sunbeams, suggest that this mask represents a specific, now forgotten character of high standing. This mask is one of the few examples of the work of I Gusti Made Gede the master sculptor and mask maker of Puri Gerenceng. Interestingly the outer rings of the eyes are red and cornea brown not black. She also has two small beauty marks one between her eyebrows, a second on the left cheek.",-8.657398,115.218579,TP286.jpg
287,TP287,"Telek Luh (Apsarum, Apsara) ",1900,"Museum Bali, Denpasar",,"Despite the wear, caused by frequent use, this mask, with its ghostly white complexion and otherworldly aura epitomizes the style of Telek masks of the pre-colonial era. Like all Telek, it is small, a characteristic also shared with archaic Javanese masks. With a ring of golden flowers wrapped around its crown and a thin gold line along its hairline, it has been attributed to I Gusti Putu Kandel of Puri Abasan Palace, which along with Puri Gerenceng. was a center of traditional arts and art school serving the mighty princes of Badung before they were defeated by the Dutch colonial troops in 1906.",-8.657398,115.218579,TP287.jpg
